,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2185,2000,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,638,17.7
2186,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,342,17.7
2187,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,312,17.7
2188,2005,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1271,17.7
2189,2010,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1037,17.7
2190,2009,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1021,17.7
2191,2012,Diabetes mellitus (E10-E14),Diabetes,New York,4010,17.7
2192,2007,Diabetes mellitus (E10-E14),Diabetes,New York,3715,17.7
2193,2010,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1158,17.7
2194,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1176,17.7
2195,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,370,17.7
2196,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,308,17.7
2197,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1700,17.7
2198,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,172,17.7
2199,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,666,17.7
2200,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,116,17.7
2201,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,521,17.7
2202,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,176,17.7
2203,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2128,17.7
2204,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,600,17.7
2205,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,577,17.7
2206,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,685,17.7
2207,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3536,17.7
2208,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1271,17.7
2209,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,162,17.7
2210,1999,Alzheimer's disease (G30),Alzheimer's disease,Alabama,772,17.8
2211,2008,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,839,17.8
2212,2003,Alzheimer's disease (G30),Alzheimer's disease,Maryland,865,17.8
2213,2001,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1106,17.8
2214,2000,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1096,17.8
2215,2002,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,2823,17.8
2216,2016,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1949,17.8
2217,2013,Diabetes mellitus (E10-E14),Diabetes,New York,4094,17.8
2218,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,291,17.8
2219,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2416,17.8
2220,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,761,17.8
2221,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,642,17.8
2222,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,526,17.8
2223,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1286,17.8
2224,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1259,17.8
2225,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1099,17.8
2226,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2982,17.8
2227,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2677,17.8
2228,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1128,17.8
2229,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1160,17.8
2230,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,247,17.8
2231,2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,342,17.8
2232,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,137,17.8
2233,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,772,17.8
2234,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,762,17.8
2235,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,724,17.8
2236,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,120,17.8
2237,1999,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,683,17.9
2238,2009,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1872,17.9
2239,1999,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,944,17.9
2240,2013,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,108,17.9
2241,2016,Diabetes mellitus (E10-E14),Diabetes,Nevada,580,17.9
2242,2016,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,316,17.9
2243,2015,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,308,17.9
2244,2015,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1933,17.9
2245,2011,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1197,17.9
2246,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,942,17.9
2247,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,562,17.9
2248,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1008,17.9
2249,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1337,17.9
2250,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2204,17.9
2251,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2735,17.9
2252,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1324,17.9
2253,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2178,17.9
2254,2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1377,17.9
2255,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1245,17.9
2256,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,806,17.9
2257,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3694,17.9
2258,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1118,17.9
2259,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,378,17.9
2260,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,514,17.9
2261,2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,352,17.9
2262,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,449,17.9
2263,2004,Alzheimer's disease (G30),Alzheimer's disease,Alaska,48,18.0
2264,2001,Alzheimer's disease (G30),Alzheimer's disease,Delaware,135,18.0
2265,2000,Alzheimer's disease (G30),Alzheimer's disease,Maryland,811,18.0
2266,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,296,18.0
2267,2008,Diabetes mellitus (E10-E14),Diabetes,Arizona,1173,18.0
2268,2002,Diabetes mellitus (E10-E14),Diabetes,Colorado,659,18.0
2269,2008,Diabetes mellitus (E10-E14),Diabetes,Georgia,1496,18.0
2270,2014,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300,18.0
2271,2011,Diabetes mellitus (E10-E14),Diabetes,New York,3988,18.0
2272,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,325,18.0
2273,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,624,18.0
2274,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,594,18.0
2275,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,269,18.0
2276,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,994,18.0
2277,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1551,18.0
2278,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,216,18.0
2279,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,759,18.0
2280,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,343,18.0
2281,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1361,18.0
2282,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1305,18.0
2283,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1470,18.0
2284,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2680,18.0
2285,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1547,18.0
2286,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1244,18.0
2287,2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,471,18.0
2288,2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,147,18.0
2289,2010,Alzheimer's disease (G30),Alzheimer's disease,Florida,4831,18.1
2290,2002,Alzheimer's disease (G30),Alzheimer's disease,Florida,4052,18.1
2291,2005,Alzheimer's disease (G30),Alzheimer's disease,Nevada,310,18.1
2292,1999,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,155,18.1
2293,2000,Alzheimer's disease (G30),Alzheimer's disease,United States,49558,18.1
2294,2009,Diabetes mellitus (E10-E14),Diabetes,Alaska,84,18.1
2295,2000,Diabetes mellitus (E10-E14),Diabetes,Connecticut,683,18.1
2296,2015,Diabetes mellitus (E10-E14),Diabetes,Delaware,215,18.1
2297,2000,Diabetes mellitus (E10-E14),Diabetes,Iowa,630,18.1
2298,2009,Diabetes mellitus (E10-E14),Diabetes,Wyoming,105,18.1
2299,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6394,18.1
2300,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,565,18.1
2301,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1321,18.1
2302,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,567,18.1
2303,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,425,18.1
2304,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113,18.1
2305,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1652,18.1
2306,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,554,18.1
2307,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1297,18.1
2308,1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,318,18.1
2309,2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,359,18.1
2310,1999,Alzheimer's disease (G30),Alzheimer's disease,Iowa,706,18.2
2311,2008,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1016,18.2
2312,2004,Alzheimer's disease (G30),Alzheimer's disease,Nevada,292,18.2
2313,2011,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1960,18.2
2314,2008,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1857,18.2
2315,2007,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1823,18.2
2316,1999,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2099,18.2
2317,2004,Diabetes mellitus (E10-E14),Diabetes,Colorado,696,18.2
2318,2008,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1152,18.2
2319,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,800,18.2
2320,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,221,18.2
2321,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1136,18.2
2322,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,637,18.2
2323,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,290,18.2
2324,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,257,18.2
2325,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,213,18.2
2326,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,179,18.2
2327,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3554,18.2
2328,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3342,18.2
2329,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1011,18.2
2330,2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1084,18.2
2331,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1184,18.2
2332,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1276,18.2
2333,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,555,18.2
2334,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,281,18.2
2335,2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,524,18.2
2336,2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,376,18.2
2337,2016,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,120,18.3
2338,2014,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,119,18.3
2339,2004,Alzheimer's disease (G30),Alzheimer's disease,Maryland,905,18.3
2340,2004,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1711,18.3
2341,2014,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3486,18.3
2342,2003,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,2952,18.3
2343,2007,Diabetes mellitus (E10-E14),Diabetes,Arizona,1159,18.3
2344,2015,Diabetes mellitus (E10-E14),Diabetes,Maryland,1243,18.3
2345,2011,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,280,18.3
2346,2014,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,252,18.3
2347,2007,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1136,18.3
2348,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1456,18.3
2349,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4513,18.3
2350,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1931,18.3
2351,1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1142,18.3
2352,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1223,18.3
2353,2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2965,18.3
2354,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1523,18.3
2355,2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,391,18.3
2356,2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,327,18.3
2357,2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,473,18.3
2358,2014,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,923,18.4
2359,2002,Alzheimer's disease (G30),Alzheimer's disease,Maryland,866,18.4
2360,2013,Alzheimer's disease (G30),Alzheimer's disease,Nevada,448,18.4
2361,2000,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,242,18.4
2362,2006,Diabetes mellitus (E10-E14),Diabetes,Hawaii,271,18.4
2363,2013,Diabetes mellitus (E10-E14),Diabetes,Virginia,1626,18.4
2364,2011,Diabetes mellitus (E10-E14),Diabetes,Wyoming,108,18.4
2365,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,561,18.4
2366,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,56326,18.4
2367,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1281,18.4
2368,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,408,18.4
2369,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1141,18.4
2370,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,112,18.4
2371,2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1040,18.4
2372,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1864,18.4
2373,2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1612,18.4
2374,2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1571,18.4
2375,2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1411,18.4
2376,2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1352,18.4
2377,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,1156,18.4
2378,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1662,18.4
2379,2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1437,18.4
2380,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,3054,18.4
2381,2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3878,18.4
2382,2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1277,18.4
2383,2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1133,18.4
2384,2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,558,18.4
2385,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Nevada,516,18.4
2386,2000,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,179,18.5
2387,1999,Alzheimer's disease (G30),Alzheimer's disease,Texas,2833,18.5
2388,2000,Diabetes mellitus (E10-E14),Diabetes,Colorado,635,18.5
2389,1999,Diabetes mellitus (E10-E14),Diabetes,Connecticut,691,18.5
2390,2010,Diabetes mellitus (E10-E14),Diabetes,Illinois,2507,18.5
2391,2014,Diabetes mellitus (E10-E14),Diabetes,Virginia,1683,18.5
2392,2013,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1285,18.5
2393,2010,Diabetes mellitus (E10-E14),Diabetes,Wyoming,105,18.5
2394,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,749,18.5
2395,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1899,18.5
2396,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,174,18.5
2397,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,253,18.5
2398,2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1742,18.5
2399,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2297,18.5
2400,2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1696,18.5
2401,2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1249,18.5
2402,2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,693,18.5
2403,2003,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,552,18.6
2404,2002,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,551,18.6
2405,2002,Alzheimer's disease (G30),Alzheimer's disease,California,5421,18.6
2406,2003,Alzheimer's disease (G30),Alzheimer's disease,Delaware,147,18.6
2407,2008,Alzheimer's disease (G30),Alzheimer's disease,Florida,4743,18.6
2408,2004,Alzheimer's disease (G30),Alzheimer's disease,Florida,4307,18.6
2409,2016,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1708,18.6
2410,2009,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,373,18.6
2411,2001,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,297,18.6
2412,2015,Diabetes mellitus (E10-E14),Diabetes,Florida,5403,18.6
2413,2008,Diabetes mellitus (E10-E14),Diabetes,Hawaii,286,18.6
